text,emotionlist
"Over a bucket of chicken, they laughed, shared, and felt like family.","[u'anticipation', u'joy', u'sadness', u'trust', u'surprise']"
Bill had just got a new job.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
He was anxious about starting it.,"[u'anticipation', u'fear', u'trust', u'sadness']"
"On his first day, he met a beautiful woman that he talked to.","[u'anticipation', u'joy', u'trust', u'surprise']"
She soon became his girlfriend.,"[u'anticipation', u'joy', u'trust', u'surprise']"
"He totaled forgot about his nervousness, and focused on her.","[u'trust', u'joy', u'anticipation', u'surprise']"
I began a collection of stuffed animals.,"[u'joy', u'anticipation']"
All the ones I chose came from nintendo games.,"[u'anticipation', u'joy', u'trust']"
I bought a Toad character yesterday.,"[u'anticipation', u'joy', u'trust']"
I put it on the shelf next to Mario.,[u'joy']
I want to find a Luigi this week.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
One day Will went out to eat lunch.,"[u'trust', u'joy', u'anticipation']"
He decided to get a hamburger with no pickles.,[]
He was allergic  to pickles.,[]
When he got his burger he bit into it and ate some pickle.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
The pickle made him very sick.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Henry was walking to his last class for the day.,"[u'trust', u'joy', u'sadness', u'anticipation', u'surprise']"
Maria was walking in the other direction.,[u'anticipation']
She smiled at him when they were staring at each other.,"[u'anticipation', u'joy', u'trust']"
"When Henry said hi, she tried to make him leave.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Henry didn't notice since he was attracted to her.,"[u'anger', u'joy', u'fear', u'anticipation', u'disgust']"
"As I child, I liked to dig holes.","[u'anticipation', u'joy', u'trust']"
I enlisted the help of my sister to dig in a sandbox.,"[u'anticipation', u'joy', u'disgust', u'anger', u'surprise', u'trust']"
We made it through the sand and dug into the muddy dirt.,"[u'trust', u'joy', u'anticipation', u'surprise']"
We got in trouble for harming the playground area.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
We continued digging in more covert locations after that.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Henry was walking while holding Stacy.,"[u'anticipation', u'joy', u'trust']"
He accidentally slipped on a small toy.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"As a result, he dropped Stacy.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
She landed on her head and began to cry.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'fear']"
Henry immediately picked her up and took her to the bed.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
My mom Davey is 92 and in good health.,"[u'joy', u'trust']"
She has always been very careful what she says around people.,"[u'anticipation', u'joy', u'fear', u'trust']"
She has lost her filter and now says what is on her mind.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
She tells me that I am overweight and that my son is heavy.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
These hurt but I know she is getting older and says what she want.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Lisa approached the pond on her nightly walk.,"[u'anticipation', u'joy', u'trust', u'surprise']"
She saw a small duck swimming around.,"[u'joy', u'trust', u'surprise']"
He had something stuck around his neck.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
Lisa got close and pulled it off.,"[u'joy', u'fear', u'trust', u'surprise']"
It was the plastic ring from a pack of soda!,"[u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Tom liked to sing.,[]
Tom was not a good singer.,"[u'anger', u'fear', u'anticipation', u'sadness', u'disgust']"
No one liked to be around him because of his singing.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
Tom married a woman who was deaf and could not hear his singing.,"[u'joy', u'trust', u'surprise']"
His wife and all of her friends found no problem with Tom,"[u'anticipation', u'joy', u'trust', u'surprise']"
Tina was babysitting some young children she didn't know very well.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'surprise', u'fear', u'trust']"
She wasn't sure how to keep them occupied.,"[u'anger', u'surprise', u'fear', u'anticipation', u'sadness']"
She decided to take them outside to blow bubbles.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
She had bought some with her just in case.,"[u'anticipation', u'joy', u'trust']"
"They had a blast chasing the bubbles around, trying to pop them.","[u'anticipation', u'joy', u'trust', u'surprise']"
Gina couldn't fall asleep.,"[u'anger', u'sadness', u'fear', u'disgust']"
But her grandma insisted she go to bed when she did.,"[u'anticipation', u'joy', u'sadness', u'anger', u'surprise', u'trust']"
Gina crept to the living room to watch TV.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
Her grandma didn't have cable and nothing was on.,"[u'anticipation', u'surprise', u'trust', u'joy']"
Gina went back to bed and waited for sleep to come.,"[u'surprise', u'sadness', u'anticipation', u'disgust']"
Tim was really bad at pairing up his socks.,"[u'anger', u'sadness', u'anticipation', u'disgust']"
He found it tedious and boring.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
After a while he didn't bother to anymore.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Tim just socks that didn't match instead.,"[u'joy', u'trust']"
Nobody ever really noticed or cared.,"[u'anticipation', u'joy', u'trust']"
I got a phone call today.,"[u'joy', u'trust', u'surprise']"
The person who called was my mom.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
She wanted to talk.,"[u'anger', u'joy', u'trust', u'anticipation', u'surprise']"
I couldn't talk because I was busy.,"[u'anger', u'surprise', u'sadness', u'trust', u'anticipation']"
I told her to call me later.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
My wife bought a loaf of bread on Monday.,[]
"It came from a local bakery, and was very soft.","[u'anticipation', u'joy', u'trust', u'surprise']"
"Today, three days later, she found mold on the bread.","[u'anger', u'surprise', u'sadness', u'disgust']"
I said the heat wave probably contributed to the quick growth.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
She bought a sandwich for lunch.,"[u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'trust']"
The boy wrote a song.,"[u'anticipation', u'joy', u'trust', u'surprise']"
He sung it to his mom.,"[u'anticipation', u'joy', u'trust']"
His mom liked the song.,"[u'anticipation', u'joy', u'fear', u'trust']"
She entered it into a contest.,"[u'joy', u'anticipation']"
The boy won the contest with his song.,"[u'joy', u'anticipation', u'surprise']"
Jim is fed up with the construction on his street.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
At night time he goes to sabotage the equipment.,"[u'anger', u'fear', u'anticipation', u'sadness', u'disgust']"
Jim ruins the engine on the back hoe.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
The next day the construction is halted.,"[u'joy', u'fear', u'anticipation']"
Jim gets a good night's rest.,"[u'joy', u'sadness', u'anticipation', u'surprise']"
My friends invited me to the lake.,"[u'anticipation', u'joy', u'trust']"
They wanted to make burgers and swim.,[]
I brought beer and we all hung out and had fun.,"[u'joy', u'trust']"
We grilled the burgers and talked.,"[u'anticipation', u'joy', u'trust', u'surprise']"
"Afterwards, I went home and relaxed.","[u'joy', u'trust', u'surprise']"
The farmer looked at his apple tree and counted the apples.,"[u'joy', u'trust', u'surprise']"
He saw that there was 350 apples.,"[u'joy', u'anticipation']"
"After shaking the three, there were only 50 apples left.","[u'surprise', u'anticipation']"
He got a long stick and began to knock off the rest.,"[u'joy', u'anticipation']"
When there were 350 apples on the ground he was finished.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Tim was at an antique store.,"[u'trust', u'surprise', u'anticipation', u'joy']"
He was a bit pre-occupied and not paying attention.,"[u'joy', u'anticipation']"
Tim bumped into some items.,"[u'surprise', u'fear', u'sadness', u'disgust']"
One fell and shattered on the floor.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Tim had to pay for the expensive antique.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Nancy had a baby boy.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
The baby boy was very fussy.,"[u'anger', u'fear', u'anticipation', u'sadness', u'disgust']"
She tried to give him a pacifier.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
He spit it out and cried more.,"[u'anger', u'fear', u'sadness', u'disgust']"
Nancy gave him a bottle and he happily ate.,"[u'joy', u'sadness', u'trust', u'fear', u'surprise']"
Tom and his three friends made a movie.,"[u'joy', u'anticipation']"
They made a lot of money.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Tom's three friends went broke and wondered how Tom did not.,"[u'anticipation', u'joy', u'trust', u'surprise']"
His friends asked him how he stayed wealthy.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Tom informed them that he saved everything.,"[u'anticipation', u'joy', u'trust']"
"After a long winter, spring was finally here.",[]
It was time for Judy to plant flowers with her grandmother.,"[u'anticipation', u'joy', u'trust', u'surprise']"
It was a tradition for them to plant impatiens together every year.,"[u'trust', u'joy', u'anticipation']"
Judy went to her grandmother's on Saturday morning.,"[u'anticipation', u'joy', u'trust']"
Together they spent three hours in the garden planting flowers.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Sam and Beth were having a horrible argument.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Sam was angry that Beth forgot to buy him beer.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'disgust']"
Beth was angry that Sam didn't clean up after himself.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
"After a while, the couple decided to separate.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Both were much happier apart.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'trust']"
Fisher loved to go fishing every single day.,[u'joy']
He enjoyed it so much he went with his friends.,"[u'anticipation', u'joy', u'trust']"
"After a while, he became the best.","[u'anticipation', u'joy', u'trust', u'surprise']"
"One day, he caught a very big fish.","[u'trust', u'joy', u'anticipation', u'surprise']"
"Then, he was on TV for finding the biggest fish.","[u'anticipation', u'joy', u'trust', u'surprise']"
The sun rose yellow-gold over the snow-covered Colorado mountains.,[]
He watched as a weary owl flew low against the brightening sky.,"[u'joy', u'sadness', u'anticipation']"
"Suddenly, the owl swooped, finding a tasty, slow mouse still awake.","[u'joy', u'anticipation', u'surprise']"
"It finished its breakfast in flight, a shadow against the rising sun.","[u'trust', u'surprise', u'anticipation', u'joy']"
"Stomping snow off, he watched the owl disappear into the morning sky.","[u'anger', u'joy', u'trust', u'surprise']"
Paul was being bullied by a coworker.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
He told his boss.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
His boss talked to the coworker.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
The coworker continued to bully.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Paul sued the company.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
A father and son went out to play catch.,"[u'anticipation', u'joy', u'trust']"
The son got frustrated with his lack of skills.,"[u'anger', u'sadness', u'disgust']"
The father got him to keep practicing.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'fear', u'trust']"
"After a while, the kid caught every ball.","[u'anticipation', u'joy', u'trust', u'surprise']"
Now he has more confidence for tomorrow's game.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
