,text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
8525,Joey and his daughter lived in a mobile home in Texas.,1,1,0,0,1,1,0,0
8526,"While watching the news, they heard there was a tornado coming.",1,1,1,1,0,1,1,0
8527,They quickly went to the neighbors storm cellar and waited.,1,1,1,1,0,1,1,0
8528,They hear loud noises and when the storm was over they came out.,1,1,1,1,1,1,1,1
8529,They felt very privileged to be alive when they saw the destruction.,0,1,1,1,1,1,1,1
8530,Ken was trying to sign some papers.,1,1,1,1,1,1,1,1
8531,His pen stopped working.,1,0,0,0,0,0,1,0
8532,It seemed to have run out of ink.,1,1,1,1,1,1,1,1
8533,He borrowed one from a guy around him.,0,0,0,0,1,0,0,1
8534,Ken then returned the pen and thanked him.,0,1,0,0,1,0,1,1
8535,John decides he would like to get a cup of coffee.,0,1,0,0,1,0,0,1
8536,He goes to a nearby coffee shop.,0,1,0,0,1,1,1,1
8537,At the coffee shop he orders a coffee.,0,1,0,0,1,0,1,1
8538,He drinks it.,0,1,0,0,1,0,0,1
8539,John is glad he got a cup of coffee.,0,0,0,0,1,0,0,0
8540,Twas the night before christmas.,0,0,0,0,0,0,0,0
8541,Chad got out at 12 am to get the cookies.,0,1,0,0,1,0,1,1
8542,He then saw his parents putting gifts under the tree.,1,1,1,1,1,1,1,1
8543,He was shocked.,0,1,1,1,1,0,1,1
8544,He found out Santa was his parents.,1,1,1,1,1,1,1,0
8545,Ken was asked to give a speech at his local college.,0,1,0,1,1,0,1,1
8546,Ken spent many hours preparing the speech.,0,1,0,1,1,0,1,0
8547,He asked his friends to listen to him practice.,0,1,0,1,1,0,1,1
8548,"On the day of the speech, Ken forgot many lines.",1,1,1,1,1,1,1,1
8549,Ken decided to avoid giving speeches in the future.,1,0,1,1,0,1,0,0
8550,One day Sammy was playing around inside the house.,0,1,0,0,1,0,1,1
8551,She played even though her mom told her not to play inside.,1,1,1,1,1,1,1,1
8552,"While playing, Sammy accidentally broke a vase!",0,1,0,1,0,1,1,1
8553,She was so scared that her mom was going to scold her.,1,1,1,1,0,1,1,0
8554,In the end her mom felt bad for her and just told her to be careful.,0,1,0,1,1,1,1,1
8555,Jim was dismayed when the padded arm of his chair came off.,1,0,1,1,0,1,1,0
8556,"He tried to put it back in place, but it wouldn't stay.",1,0,1,1,0,1,1,0
8557,He pondered what he could do about it.,1,1,1,1,0,1,1,0
8558,Jim rifled through his utility box and found some super glue.,0,1,0,0,1,0,1,1
8559,He got the foam arm to stay put by liberally applying the glue to it.,0,1,0,0,1,0,1,0
8560,Kate was in the middle of a blackout.,1,1,1,1,0,1,1,0
8561,She was talking on her phone to entertain herself.,0,1,0,1,1,0,1,1
8562,And now the battery was dying.,1,0,1,1,0,1,1,0
8563,Just then she remembered her car charger.,0,1,0,0,1,0,1,1
8564,She happily sat in the car talking on the phone while it charged.,0,1,0,1,1,0,1,1
8565,Laura was a fast food worker.,1,1,1,1,0,1,0,0
8566,She didn't pay much attention to her job.,0,0,1,0,0,0,0,0
8567,One day she was supposed to be taking an order.,1,0,0,0,0,0,0,0
8568,She was caught in the back texting.,1,1,1,1,0,1,1,1
8569,She was fired on the spot.,1,0,1,1,0,1,1,0
8570,Lauren wanted to go to a party.,0,1,0,0,1,1,1,1
8571,Her parents said that she needed to pass her English test first.,1,1,1,1,1,0,1,1
8572,She tried her best on the test.,0,1,0,0,1,0,0,1
8573,"Unfortunately, she didn't pass.",1,1,1,1,1,1,1,1
8574,Her parents grounded her until she could improve her grades.,1,1,1,1,0,1,1,0
8575,Gina's family had been back in Illinois for 2 weeks.,0,1,0,0,1,0,0,1
8576,She was certain they were moving back and she hadn't been told.,1,1,1,0,0,1,1,0
8577,When she confronted her mother about it she just laughed.,1,1,1,1,1,1,1,1
8578,They were never moving back to Illinois.,1,1,1,1,1,1,1,1
8579,Gina felt slightly better about the whole situation.,0,1,0,1,1,0,1,1
8580,Charlotte went to a discount store to buy toys.,0,0,0,0,0,0,0,0
8581,She looked from rack to rack searching.,1,1,1,1,1,1,1,1
8582,She finally found some toys to buy a kid.,1,1,1,1,1,1,1,1
8583,The kid came over the next day and was so delighted.,0,0,0,0,1,0,1,1
8584,"They played all day with the toys,  it was a good day.",0,1,0,0,1,0,1,1
8585,I got a job as a fast food cashier.,0,1,0,1,1,0,0,1
8586,"Unfortunately, I was too nervous around the customers.",0,1,0,1,0,1,1,1
8587,My boss told me I wouldn't make it as a cashier.,1,1,1,1,0,1,1,0
8588,"I began to cry, thinking I would be fired.",1,1,1,1,0,1,1,0
8589,My boss ended up placing me at the burger station instead.,0,1,0,0,1,1,1,1
8590,Jon needed fill up his car tank with gas.,0,1,1,1,0,1,0,0
8591,He stopped at the gas station.,0,0,0,0,0,0,0,0
8592,"While the tank was filling up, he decided to smoke.",0,0,0,0,0,0,0,0
8593,A nearby police officer spotted Jon smoking.,1,1,1,1,0,1,1,1
8594,He scolded Jon and told him about gasoline safety.,1,1,1,1,0,0,1,1
8595,Kate had gone swimming at the park.,0,1,0,0,1,0,0,1
8596,She hadn't asked for permission from her mother.,1,1,0,1,1,1,1,1
8597,Her mother found out and was very upset.,1,1,1,1,1,1,1,1
8598,Kate was grounded for a week as a result.,1,1,1,1,1,1,1,1
8599,Kate was stuck in the house watching boring daytime TV for a week.,1,1,1,0,1,1,1,1
8600,Billy took his dog for a walk.,0,0,0,0,0,0,0,0
8601,When he got the park billy's dog sees another dog.,1,1,1,1,1,1,1,1
8602,Billy's dog rushes so hard towards the other dog it breaks the leash.,1,1,1,1,1,1,1,1
8603,Billy tries running after his dog.,1,1,1,1,1,1,1,1
8604,His dog is too fast and runs off.,1,1,0,1,0,1,1,0
8605,Gene's grandson loved playing in the dirt at the end of the driveway.,0,1,0,0,1,0,0,1
8606,He'd take his Tonka toy dump truck and play for hours.,0,1,0,0,1,0,0,1
8607,He especially loved it when it was muddy.,0,1,0,0,1,0,0,1
8608,His parents disapproved of him playing in such filth.,1,1,1,1,1,1,1,0
8609,Gene told his son that he did the same thing at his grandson's age.,1,1,1,0,1,0,1,1
8610,John had trained for the last 6 months to run a 5K.,0,1,0,0,1,0,0,1
8611,"He knew he could do it, he just wasn't sure how fast he could go.",0,0,0,0,0,0,1,0
8612,"When the buzzer went off, he started running.",0,1,0,0,1,0,0,1
8613,He passed some people while others passed him.,1,1,1,1,1,1,1,1
8614,He was happy when it was announced he was third in his age group.,1,1,0,0,1,0,1,0
8615,Jane was turning thirty.,0,1,0,1,1,1,1,0
8616,She was depressed about her milestone birthday.,0,1,1,1,0,1,1,0
8617,None of her friends had mentioned any plans.,1,1,1,1,1,1,1,0
8618,Jane had decided she was just going to stay in and order food.,0,1,0,1,0,1,1,0
8619,"When she got home, she turned on the lights and there was a party!",0,1,0,0,1,0,1,1
8620,Kia's date took her to a very fancy restaurant.,0,1,0,0,1,0,1,1
8621,Kia thought the menu choices were strange and foreign.,1,1,1,1,1,1,1,0
8622,She ordered the most innocuous-sounding entree.,1,1,1,1,1,1,1,1
8623,"She didn't like it at all, but she pretended she did.",1,1,1,1,1,1,1,1
8624,She did not want to disappoint her date.,0,1,1,0,1,1,1,1
8625,Avery was a very funny boy who loved to sing.,0,0,0,0,1,0,0,1
8626,"It didn't matter where he was, he would sing all the time.",0,0,0,0,1,0,0,1
8627,"One day, his singing was annoying his teacher.",1,0,1,0,0,1,0,0
8628,"She kindly asked him to stop, but his answer made everyone laugh.",1,1,1,1,1,1,1,0
8629,"He said that if he would stop singing, Avery wouldn't be Avery!",1,1,0,0,1,1,1,1
8630,Patty had a big window in her bedroom.,0,0,0,0,0,0,0,0
8631,She couldn't pick out curtains for it.,0,1,0,0,0,0,1,0
8632,She kept buying them and taking them back.,1,0,0,1,0,0,1,0
8633,Nothing looked just right.,1,1,1,0,1,0,1,0
8634,"Finally, Patty decided to install some blinds instead.",1,1,1,0,1,1,1,1
8635,The luggage was lost at the airport.,0,0,0,0,0,0,0,0
8636,The woman demanded its return.,1,1,1,1,0,0,1,0
8637,The luggage didn't show up ever again.,1,1,1,1,0,1,1,0
8638,The woman was angry.,1,1,1,0,0,1,1,0
8639,She sued the airport.,1,1,1,1,0,1,1,0
8640,"At the funhouse, the three kids all started for the haunted house.",0,1,0,1,1,0,0,1
8641,They promised each other to keep constant contact by holding hands.,0,1,0,1,1,0,1,1
8642,"Once inside, they quickly lost contact with each other.",0,1,0,1,0,1,1,0
8643,The various ghosts and ghouls frightened the wits out of the kids.,0,1,1,1,1,0,1,0
8644,"The kids emerged from the house, sweaty but satisfied.",1,1,1,1,1,1,1,1
8645,Kelly and her friend went to the river with their kayaks.,0,1,0,0,1,0,1,1
8646,They set up their kayaks and climbed in to begin their trek.,0,1,0,0,1,0,1,1
8647,"All of a sudden, the rapids became extreme and they were dragged away.",1,1,0,1,1,1,1,1
8648,"They were pulled towards a large waterfall, so they had to bail.",0,1,0,1,0,1,1,1
8649,"They luckily swam to shore, but their kayaks were wrecked.",1,1,1,1,1,1,1,1
8650,"Walking through the alleyways in Venice, Maryann spotted something.",1,1,1,1,1,1,1,1
8651,It was a passion flower.,0,1,0,0,1,0,1,0
8652,They're her favorite type of flower.,0,1,0,0,1,0,1,1
8653,She hasn't seen one in so long.,0,1,0,0,1,0,1,1
8654,She plucked the flower with the intention of pressing it later.,0,1,0,0,1,1,1,0
8655,My family has a halloween night tradition.,0,0,0,0,0,0,0,0
8656,We light the jack-o-lanterns and turn off all the lights in the house.,0,0,0,0,0,0,0,0
8657,"We find some scary, family-friendly movies to watch.",0,1,0,1,1,0,1,1
8658,We eat special treats and drink non-alcoholic wine.,0,1,0,0,1,0,0,0
8659,Then we go to bed and wait to celebrate again the next year.,0,1,0,0,1,0,0,1
8660,Shawn was driving along a country road late one night.,0,0,0,0,0,0,0,0
8661,He saw an old farmhouse and decided to explore it.,1,1,1,1,1,1,1,1
8662,He went inside the front door and it was so dark.,0,1,0,1,0,0,0,0
8663,He tripped over some plaster on the floor and fell down.,1,1,1,0,1,1,1,1
8664,Shawn knew he should have brought a flashlight!,1,1,1,1,0,1,1,0
8665,Amy needed a new pair of shoes.,0,1,0,0,1,1,0,0
8666,She asked her mother to buy her a pair.,1,1,1,1,1,1,1,1
8667,Her mother reminded her she should use her allowance money.,1,1,1,0,1,1,1,1
8668,She only had $5.,0,1,0,1,1,1,0,0
8669,"Luckily, she found a great pair at the thrift store.",1,0,1,0,1,1,1,1
8670,Matt climbed to the top of a small mountain with his family.,0,1,0,1,1,0,1,1
8671,"At the top, they found a long line of people.",1,1,1,0,0,1,1,0
8672,They discovered a zip line that would carry them to the bottom.,0,1,0,1,1,0,1,1
8673,They decided to take the zip line all the way down.,1,1,1,1,1,1,1,1
8674,"It was terrifying, but they all enjoyed the overall experience.",0,1,0,1,1,0,1,1
8675,Jasmine went to the fair after work.,0,1,0,0,1,0,1,1
8676,She mostly walked around watching people have fun.,0,1,0,1,1,0,1,1
8677,A worker there gave her an envelope and told her to open it.,0,1,0,1,1,0,1,1
8678,"When she opened, it said she had won a new puppy.",0,1,0,0,1,0,1,1
8679,Jasmine told him she had enough bills and gave it back to him.,1,1,1,1,1,1,1,1
8680,My friend works at McDonald's.,0,0,1,0,0,0,0,0
8681,He gets paid next to nothing an hour.,1,0,1,1,0,1,0,0
8682,He works hard and has a varying schedule.,1,0,1,1,0,1,0,0
8683,They refuse to give him full time.,1,0,1,0,0,1,0,0
8684,He doesn't know what to do about the bills.,1,1,1,1,0,1,1,0
8685,Seth was in his house about to watch a movie.,0,0,0,0,0,0,0,0
8686,He plopped down roughly on his couch making it rock.,0,1,0,1,1,0,1,1
8687,Suddenly he heard a loud boom and a crunch.,0,1,0,1,0,1,1,0
8688,He had hit the sofa too hard and pushed it through the wall.,1,0,1,1,0,1,1,0
8689,Luckily the hole in the wall was easily repaired.,1,1,0,1,1,1,1,1
8690,Brian was waiting for his college acceptance letter.,0,1,0,1,1,0,0,0
8691,He has been waiting for weeks anxiously.,1,1,0,1,0,0,0,0
8692,He finally got the letter in the mail regarding his acceptance.,0,1,0,1,1,0,1,1
8693,Brian tore the letter open without hesitation.,1,1,1,1,1,1,1,1
8694,He got accepted to the college of his choice.,0,1,0,0,1,0,1,1
8695,Sam Squirrel is sitting in his tree.,0,0,0,0,0,0,0,0
8696,He is feeling very hungry.,0,1,0,0,0,1,1,0
8697,Sam comes down to look around.,1,1,0,0,1,1,1,1
8698,He found a nut outside of town.,0,1,0,0,1,0,1,1
8699,Sam is happy!,0,1,0,0,1,0,1,0
8700,Harry got home from a long day at work.,0,1,0,0,1,0,1,1
8701,He really wanted to relax.,0,1,0,0,1,1,0,0
8702,He wondered how he should.,0,1,0,0,1,0,1,1
8703,He decided to turn on the tv.,0,1,1,1,1,0,0,1
8704,He watched the tv.,0,1,0,0,1,0,0,0
8705,Fred briefly dated a younger woman who was in her late thirties.,0,0,0,0,1,0,1,0
8706,Fred quickly broke up with her and they lost contact.,0,1,0,1,0,1,1,0
8707,"Several months later, Fred heard that she had given birth.",0,1,0,1,1,0,1,0
8708,Fred was shocked to get legal papers that alleged he was the father.,1,1,1,1,1,1,1,0
8709,Fred felt fortunate when he was cleared by a paternity test.,0,0,1,1,1,0,1,1
8710,Gina took a left onto a side street from the main street.,0,1,0,0,0,0,0,0
8711,She drove slowly so she didn't slide on the ice.,0,1,0,1,0,0,0,0
8712,She drove for half a block to make a u-turn on the next street.,0,1,0,1,1,0,1,1
8713,Gina made her u-turn and headed back to the main street.,0,1,0,1,1,1,1,1
8714,She stared at the traffic happy to have made her escape.,0,1,0,0,1,0,0,0
8715,Julie took a large canvas tent out camping.,1,1,1,1,1,1,1,1
8716,She loved the tent because it was so spacious.,0,1,0,0,1,0,0,1
8717,After the first night it rained and the canvas tent started to leak.,1,1,1,1,1,1,1,1
8718,She was miserable the whole time on this camping trip.,1,1,1,1,1,1,1,1
8719,Julie now uses a nylon tent when she goes camping.,0,1,0,0,1,1,0,1
8720,Anna ordered extra spicy chicken wings from her favorite pizzeria.,0,1,0,0,1,0,1,1
8721,"But when they arrived, they were very mild!",1,1,1,1,0,1,1,0
8722,Anna was disappointed.,1,0,1,0,0,1,1,0
8723,She called back and explained the issue.,1,1,1,1,1,1,1,1
8724,They sent her out fresh wings right away - VERY spicy ones!,0,1,0,0,1,0,1,1
8725,"When I got out of the bus, my wallet fell out my pocket.",1,1,1,1,0,1,1,0
8726,It remained in the bus.,1,1,1,1,0,1,1,0
8727,"When I realized that I didn't have my wallet, I panicked.",1,1,1,1,0,1,1,0
8728,"However, I kept my composure and called transportation.",1,1,0,1,1,1,1,1
8729,A security guard managed to retrieve it and gave it to me.,0,1,1,1,1,0,1,1
8730,Rick and Pat went on a road trip for a month.,0,1,0,0,1,0,1,1
8731,They used to be good friends but they ended up bickering every day.,1,1,1,1,0,1,1,0
8732,"When Pat wanted to rest, Rick wanted to explore.",1,1,0,1,1,1,1,1
8733,And they could never find a compromise for anything.,1,1,1,1,1,1,1,1
8734,"When they went back home, their friendship ended.",1,1,1,1,0,1,1,0
8735,John is feeling a little hungry.,1,1,1,0,0,1,0,0
8736,He decides to snack on some peanuts.,0,1,0,0,1,0,1,0
8737,He eats a handful of peanuts.,0,1,0,0,1,0,1,1
8738,He is glad that he ate some peanuts.,0,1,0,0,1,0,1,1
8739,He feels much less hungry afterwards.,0,1,0,0,1,0,1,1
8740,Martha goes to the skating rink every Wednesday.,0,1,0,0,1,0,0,1
8741,It's the same night the roller derby team practices.,1,1,1,0,1,1,1,1
8742,Martha tries to imitate the way they skate.,0,1,0,1,1,0,1,1
8743,"Next time they hold tryouts, Martha is going to go.",0,1,1,1,1,0,1,1
8744,"Until then, she's going to practice.",0,1,0,0,1,0,1,1
8745,His truck died on the road.,0,0,0,0,0,0,0,0
8746,He got out and pushed it over to the side.,0,0,0,0,0,0,0,0
8747,"As he sat there, he tried to find someone to call.",0,0,0,0,0,0,0,0
8748,He called his uncle.,0,0,0,0,0,0,0,0
8749,His uncle helped him push the truck to safety.,0,1,0,0,1,0,1,1
8750,Jon has a big math test in the morning.,1,1,1,1,0,1,0,1
8751,He decided he didn't need to study.,0,1,0,1,1,0,0,1
8752,"When he got to class, he felt confident.",0,1,0,1,1,0,0,1
8753,His teacher gave out the test and he started filling out answers.,1,1,1,0,1,0,0,1
8754,Jon was excited when he made an A.,0,1,0,0,1,0,1,1
8755,I sold much of my original art collection in 1999.,0,0,0,0,1,1,0,0
8756,I was in debt and needed the money.,1,1,1,1,0,1,0,0
8757,I sold one piece for $1200.,0,0,0,0,1,1,1,1
8758,I was able to pay off some debt but missed my art.,0,1,1,0,1,1,0,0
8759,I got out of debt in 2013 and started collecting again.,0,1,0,0,1,0,0,1
8760,Ferdinand had a talent no one could deny.,0,0,0,0,1,0,0,0
8761,He was the best barista in the whole town.,1,1,1,1,1,1,1,1
8762,People would line up and wait hours for his creations.,1,1,1,1,1,1,1,1
8763,Everyone wanted the Ferdinand touch.,0,1,0,0,1,0,1,1
8764,"He was proud, but hard working always pushing himself.",0,1,0,0,1,0,0,1
8765,Benjamin had two big sisters.,0,0,0,0,0,0,0,0
8766,"Every time he felt lonely, he could play with them.",0,1,0,0,1,0,0,1
8767,"But as they grew older, they preferred playing with their friends.",1,0,1,0,0,1,1,0
8768,So Benjamin had to learn to have new friends on his own.,0,1,0,1,0,1,1,0
8769,"It took him some time, but eventually he found friends and had fun.",0,1,0,0,1,0,1,1
8770,Sarah and her family were anxious to get in the gate.,0,1,0,1,1,0,1,1
8771,They had just arrived at the big amusement park.,0,1,0,0,1,0,1,1
8772,Sarah loved riding roller coasters and so did her father.,0,1,0,0,1,0,0,1
8773,"They spent all that day riding all the rides, some multiple times.",0,1,0,1,1,0,1,1
8774,Sarah would remember that day for a very long time.,0,1,0,0,1,0,0,1
8775,Pauline often worked with chemicals.,0,1,0,1,0,0,0,1
8776,She used acid to clean the metal in her factory.,0,0,0,0,1,0,0,1
8777,Her gloves got a leak and the acid touched her skin.,1,0,1,1,0,1,0,0
8778,It burned so badly!,1,1,0,1,0,0,1,0
8779,Pauline screamed and cried.,0,0,0,1,0,1,1,0
8780,Alex went to the kitchen to have breakfast.,1,1,1,1,1,1,0,1
8781,He looked for his Spiderman bowl but couldn't' find it.,1,1,1,1,0,1,1,0
8782,He turned to see his sister eating out of it.,1,1,1,1,0,1,1,0
8783,Alex ran up and hit his sister.,1,1,1,1,0,1,1,0
8784,His mother put him on time out for an hour.,1,1,1,1,1,1,1,1
8785,"Lee and her mom went to the mall, but Lee got lost!",1,1,1,1,0,1,1,1
8786,She wandered around sadly looking for her mom.,1,1,1,1,1,1,1,1
8787,Then a security guard found her and took her aside.,0,1,0,1,1,0,1,1
8788,They paged her mom on the intercom.,0,1,1,1,1,1,1,1
8789,Her mom rushed right to the office and hugged her tightly!,0,1,0,1,1,1,1,1
8790,Michael had tourettes.,1,1,1,1,0,1,1,0
8791,"Not the yell curse words tourrettes, just the twitchy type.",1,0,0,1,0,1,0,0
